student_id,age,gender,study_hours_per_day,sleep_hours,social_media_hours,attendance_percentage,assignment_completion_rate,stress_level,burnout_level,exam_score
382,23,Female,5.5,7.5,1.9,65.0,91.9,5,Medium,40.3
383,21,Female,3.3,5.3,0.1,64.8,63.8,10,High,12.6
384,22,Female,1.1,8.3,5.1,68.1,55.8,4,Low,22.4
385,22,Female,6.8,8.5,5.7,81.1,73.7,1,Low,59.9
386,25,Male,5.6,5.0,3.9,61.5,65.3,6,Medium,32.4
387,20,Male,5.0,4.7,1.4,96.0,79.1,9,High,29.0
388,24,Male,9.7,8.9,1.5,78.7,69.0,4,Low,67.0
389,18,Female,6.1,8.3,2.8,96.0,81.8,10,Medium,49.1
390,18,Female,8.8,8.5,5.4,52.3,91.2,4,Low,53.0
391,20,Female,2.3,8.4,0.9,67.1,51.7,5,Medium,24.8
392,20,Female,6.1,6.7,5.0,51.1,59.8,6,Medium,28.0
393,25,Female,8.8,7.2,1.7,63.6,66.2,3,Low,56.8
394,25,Male,6.2,6.7,4.9,93.1,97.7,9,Medium,40.4
395,20,Female,7.5,4.3,5.5,51.8,61.9,1,Low,46.6
396,21,Male,4.3,7.7,2.6,71.8,62.9,6,Medium,33.2
397,25,Female,1.8,6.5,2.2,55.9,79.2,6,Medium,15.8
398,23,Female,5.1,7.2,4.8,70.8,65.2,8,Medium,29.3
399,25,Male,4.6,6.5,3.2,91.9,97.1,5,Medium,40.5
400,18,Male,8.8,6.5,4.1,81.2,93.7,9,Medium,60.6
401,25,Female,3.2,4.9,3.7,86.8,70.8,9,High,20.9
402,21,Female,9.7,5.4,0.9,67.5,78.7,2,Low,59.1
403,20,Female,9.6,4.8,5.1,97.2,43.5,5,Medium,61.4
404,18,Female,3.2,5.0,1.2,85.5,81.7,7,Medium,28.9
405,25,Male,4.1,8.9,5.6,71.1,82.4,2,Low,25.1
406,21,Female,9.1,4.8,1.5,71.3,61.6,7,Medium,50.3
407,23,Male,9.7,5.3,4.4,95.9,53.2,9,High,54.4
408,25,Female,5.0,7.0,1.7,78.8,94.9,8,Medium,32.4
409,21,Male,3.9,7.1,1.9,85.3,65.6,10,Medium,24.8
410,23,Male,5.7,4.8,1.9,70.9,79.2,9,High,33.5
411,20,Female,7.2,8.0,4.5,61.2,42.0,4,Low,49.4
412,25,Male,3.5,7.9,3.3,86.2,64.8,8,Medium,33.1
413,23,Female,7.6,5.2,5.3,80.4,89.0,9,High,42.4
414,18,Male,1.5,5.4,1.8,75.1,63.3,10,High,6.7
415,20,Female,1.4,8.7,4.2,81.2,76.2,2,Low,31.6
416,18,Male,4.5,8.1,4.5,60.4,52.6,10,Medium,12.3
417,22,Female,4.2,7.5,0.9,89.7,65.0,3,Low,45.7
418,19,Female,3.8,4.4,2.4,97.4,95.7,1,Low,46.9
419,25,Male,5.4,6.1,2.9,94.6,74.0,1,Low,55.6
420,23,Male,3.9,6.8,2.1,66.1,94.1,10,Medium,21.2
421,19,Male,2.7,4.9,1.9,70.3,94.1,6,Medium,23.3
422,19,Male,3.8,6.2,4.1,90.4,96.6,1,Low,45.0
423,23,Female,9.8,7.0,1.3,79.8,93.7,5,Medium,57.4
424,20,Male,4.7,5.6,4.3,77.4,40.2,6,Medium,31.5
425,25,Female,5.0,7.9,5.6,96.3,96.0,9,Medium,44.8
426,22,Male,6.2,8.2,3.4,76.8,48.2,6,Medium,45.4
427,18,Female,9.9,5.6,3.7,75.7,42.4,4,Low,69.5
428,21,Female,3.2,8.2,0.4,52.1,43.3,1,Low,27.9
429,18,Female,7.1,4.5,5.2,53.5,60.9,6,Medium,39.9
430,21,Female,7.4,8.2,1.7,50.4,77.2,7,Medium,40.8
431,18,Male,6.5,4.8,3.7,95.7,64.1,5,Medium,57.2
432,23,Male,1.8,4.4,5.9,70.4,41.5,6,Medium,17.4
433,22,Female,7.1,7.2,3.6,73.4,68.6,10,Medium,39.9
434,25,Male,1.6,6.4,4.3,92.3,66.5,8,Medium,23.2
435,21,Male,6.4,8.5,2.7,80.5,85.4,1,Low,58.8
436,25,Female,7.7,5.8,0.4,80.5,56.8,8,High,45.6
437,25,Male,2.9,5.4,4.8,64.8,53.1,2,Low,36.3
438,25,Male,8.6,6.5,0.2,91.7,55.4,2,Low,59.4
439,24,Male,1.3,6.3,4.2,58.3,58.2,8,Medium,2.3
440,20,Female,8.6,5.7,0.1,52.7,75.9,2,Low,57.2
441,18,Male,5.1,7.5,5.2,59.6,68.3,8,Medium,29.7
442,25,Female,3.0,7.8,0.9,63.4,60.2,5,Medium,22.8
443,18,Male,2.2,8.3,3.1,64.1,62.5,9,Medium,10.0
444,25,Male,9.6,8.9,3.6,83.5,62.3,9,Medium,52.9
445,21,Male,1.7,5.3,2.7,60.9,98.3,8,High,6.3
446,20,Female,2.8,7.6,2.0,83.8,54.0,9,Medium,20.9
447,20,Female,4.1,6.0,2.8,54.6,89.1,7,Medium,15.1
448,23,Male,6.6,7.4,1.9,57.4,82.5,8,Medium,39.9
449,24,Female,5.9,6.4,2.6,75.4,40.3,6,Medium,42.0
450,23,Male,2.1,9.0,2.2,96.1,99.6,9,Medium,27.8
451,23,Female,3.6,7.6,3.4,93.0,85.4,2,Low,42.7
452,23,Female,3.1,8.8,1.4,98.4,80.9,3,Low,38.8
453,23,Male,2.9,8.2,5.9,82.5,64.3,2,Low,35.9
454,23,Male,4.7,8.5,3.0,83.8,73.3,6,Medium,33.1
455,22,Male,7.3,8.1,1.2,81.3,55.2,3,Low,48.7
456,20,Male,3.0,6.3,2.9,81.1,42.1,1,Low,32.4
457,23,Female,4.3,5.3,5.2,57.4,90.2,4,Low,28.6
458,25,Female,4.5,5.9,0.1,77.2,93.8,5,Medium,31.2
459,20,Female,9.8,4.1,4.1,69.3,49.7,4,Low,68.5
460,20,Male,9.6,6.6,3.3,72.1,87.2,6,Medium,54.1
461,19,Male,8.2,6.5,1.0,76.2,84.5,3,Low,59.8
462,22,Female,3.2,6.6,4.9,56.4,50.7,10,Medium,15.8
463,23,Male,1.6,8.9,2.2,68.0,65.3,6,Medium,22.6
464,18,Female,3.9,8.6,1.8,53.2,65.4,10,Medium,18.9
465,21,Female,3.4,4.8,5.0,99.0,85.6,1,Low,43.8
466,24,Female,5.6,5.8,3.8,55.9,90.3,6,Medium,41.3
467,25,Female,8.0,6.1,5.4,62.9,45.7,8,Medium,36.6
468,18,Female,8.7,5.8,3.8,94.6,73.8,10,High,47.2
469,22,Male,8.6,8.0,4.4,74.1,85.7,8,Medium,50.3
470,21,Male,4.2,6.6,5.0,56.8,87.2,1,Low,36.5
471,22,Male,7.2,6.9,0.3,69.2,48.9,7,Medium,46.8
472,25,Female,3.8,8.3,4.7,55.8,71.5,10,Medium,16.5
473,20,Female,1.5,8.0,3.7,60.0,91.5,10,Medium,7.3
474,21,Female,7.3,4.7,0.4,52.6,59.1,4,Low,49.3
475,20,Female,1.1,7.6,3.1,71.9,65.5,6,Medium,15.8
476,25,Male,4.7,6.2,0.5,90.3,88.3,6,Medium,42.0
477,18,Male,4.0,5.5,4.4,79.3,45.4,5,Medium,30.0
478,25,Female,7.2,4.3,3.3,80.3,91.6,10,High,36.6
479,18,Female,7.9,6.4,5.7,60.0,58.7,9,Medium,43.9
480,21,Female,3.7,5.8,1.1,67.2,40.1,10,High,19.3
481,21,Male,8.3,5.3,3.6,92.3,54.0,8,High,54.0
482,23,Male,3.6,7.5,1.3,54.4,45.4,6,Medium,18.9
483,22,Male,5.0,7.8,3.7,92.9,45.5,4,Low,42.8
484,23,Female,7.5,5.2,4.3,74.2,81.6,4,Low,53.2
485,22,Female,7.2,4.2,4.3,91.9,52.8,9,High,44.1
486,23,Male,9.9,8.2,4.9,65.9,96.1,4,Low,57.0
487,20,Female,3.0,4.0,5.1,66.9,71.0,7,Medium,16.8
488,21,Male,7.0,8.7,0.5,87.6,67.6,6,Medium,46.1
489,18,Female,6.5,7.1,2.1,89.2,66.1,2,Low,53.6
490,22,Male,9.2,5.6,4.1,61.5,81.6,5,Medium,53.1
491,25,Female,2.4,5.2,3.0,98.6,67.1,3,Low,43.4
492,22,Male,7.8,4.0,1.1,54.2,47.7,9,High,41.9
493,18,Male,6.1,5.2,3.3,53.4,92.8,10,High,28.0
494,23,Male,3.5,4.7,2.4,79.8,65.7,1,Low,48.8
495,22,Male,5.3,7.1,2.3,86.1,44.4,10,Medium,31.8
496,24,Male,4.0,4.8,4.9,98.0,71.8,4,Low,43.8
497,20,Male,6.2,6.6,2.4,70.2,78.8,4,Low,45.7
498,21,Female,9.0,7.0,0.2,51.3,56.5,9,Medium,44.8
499,18,Female,6.1,5.5,0.3,80.1,88.0,1,Low,48.8
500,21,Female,6.7,4.2,5.1,64.5,80.2,2,Low,47.3
501,24,Male,5.7,4.2,5.8,71.6,79.0,1,Low,43.9
502,22,Male,1.5,4.1,4.1,74.4,65.2,1,Low,29.9
503,22,Female,3.1,7.7,2.2,53.2,97.7,1,Low,29.5
504,25,Male,5.4,5.6,5.6,74.3,56.5,3,Low,33.9
505,24,Male,3.8,8.0,4.0,71.3,74.7,4,Low,35.0
506,18,Male,2.6,6.2,5.1,85.6,58.5,10,Medium,19.8
507,25,Male,5.5,6.3,4.6,82.3,84.7,2,Low,56.7
508,20,Male,3.9,6.6,2.3,59.3,42.9,1,Low,39.9
509,25,Female,3.3,7.6,2.9,60.3,42.8,5,Medium,30.2
510,19,Female,5.2,5.4,1.1,62.6,88.7,6,Medium,27.1
511,18,Female,2.2,4.6,1.8,58.9,66.1,2,Low,30.3
512,19,Female,9.3,6.8,4.7,82.9,60.5,3,Low,64.4
513,24,Female,8.8,5.6,5.4,99.7,76.5,10,High,50.5
514,23,Male,7.4,6.2,4.3,82.6,82.1,3,Low,44.1
515,19,Male,2.0,7.2,2.8,80.3,52.1,2,Low,36.7
516,20,Male,8.0,6.5,0.5,70.5,51.1,4,Low,51.7
517,25,Male,8.3,7.1,0.3,65.6,97.5,5,Medium,50.6
518,23,Female,7.9,6.7,2.2,95.6,75.4,8,Medium,53.8
519,25,Female,2.0,7.7,2.8,98.5,63.4,6,Medium,36.9
520,19,Female,6.8,7.5,3.7,74.8,88.1,9,Medium,37.3
521,25,Male,8.5,6.7,0.0,64.5,71.5,3,Low,55.8
522,24,Female,6.2,7.4,5.9,88.5,54.5,10,Medium,42.4
523,23,Male,6.8,8.4,2.2,56.6,52.4,9,Medium,31.6
524,24,Female,5.1,6.2,5.1,88.3,63.8,4,Low,39.8
525,19,Female,5.8,6.1,3.2,90.9,91.6,8,Medium,29.3
526,24,Male,1.3,7.8,0.8,56.2,43.7,10,Medium,10.0
527,20,Male,6.8,6.9,4.8,98.8,53.1,7,Medium,50.8
528,19,Female,1.7,4.4,4.3,99.3,93.6,7,Medium,27.0
529,19,Female,4.9,8.5,3.2,96.8,47.3,9,Medium,33.1
530,19,Male,3.6,4.2,3.1,74.8,77.8,10,High,23.8
531,18,Female,5.9,7.7,0.5,62.3,52.8,2,Low,41.3
532,25,Female,2.2,7.8,3.9,79.1,76.4,5,Medium,25.5
533,18,Male,7.2,8.8,5.5,71.0,63.0,3,Low,51.8
534,18,Female,8.2,4.3,0.6,60.3,46.1,7,Medium,50.7
535,20,Male,2.5,7.0,1.6,71.2,74.9,3,Low,31.1
536,23,Female,1.9,6.1,5.4,83.2,81.0,5,Medium,21.3
537,25,Male,2.3,5.7,1.7,53.5,80.8,5,Medium,20.6
538,24,Female,8.9,4.5,3.9,66.7,78.2,2,Low,58.7
539,22,Male,5.8,6.8,3.2,50.9,70.0,1,Low,38.2
540,19,Female,5.2,6.4,3.6,87.5,71.2,6,Medium,43.0
541,24,Male,2.0,4.5,2.5,82.0,78.1,1,Low,33.6
542,19,Female,6.8,7.1,1.8,53.1,81.4,9,Medium,26.0
543,20,Female,8.8,7.7,0.3,98.2,79.3,10,Medium,50.9
544,19,Female,8.5,7.8,4.5,51.1,75.2,5,Medium,51.6
545,18,Female,6.6,8.5,4.5,79.5,49.4,1,Low,56.8
546,25,Female,1.7,6.0,4.0,88.8,52.6,8,Medium,21.3
547,22,Female,2.0,8.8,3.9,89.4,55.6,1,Low,44.0
548,21,Female,1.4,8.3,1.5,51.7,95.2,4,Low,19.5
549,19,Female,3.3,5.5,0.1,95.3,85.6,7,Medium,30.5
550,24,Female,2.2,4.8,4.9,95.9,73.2,4,Low,29.8
551,18,Male,3.3,6.2,2.9,78.1,55.1,5,Medium,26.5
552,21,Male,4.5,6.0,1.8,74.1,46.7,7,Medium,28.4
553,22,Female,9.5,6.9,0.6,52.2,93.9,4,Low,47.2
554,21,Male,6.5,6.9,0.4,78.1,93.6,5,Medium,39.8
555,18,Female,8.5,7.7,2.1,70.5,46.6,7,Medium,52.9
556,25,Female,7.4,6.5,4.8,88.6,87.8,1,Low,69.3
557,25,Male,2.0,4.5,5.5,70.2,66.8,3,Low,25.3
558,23,Female,7.6,8.3,5.4,84.2,59.4,1,Low,57.7
559,25,Female,3.5,5.5,5.5,55.1,84.3,3,Low,11.0
560,23,Male,6.8,8.9,5.4,56.6,76.9,2,Low,55.5
561,21,Male,4.1,4.6,3.2,57.0,86.8,5,Medium,20.9
562,20,Female,10.0,8.8,1.3,52.3,44.5,10,Medium,38.3
563,24,Male,3.4,4.5,4.8,77.1,59.1,5,Medium,28.6
564,24,Male,3.5,5.2,1.3,89.7,59.2,10,High,24.2
565,21,Female,9.4,4.2,1.6,80.5,59.8,9,High,53.2
566,19,Male,1.2,7.5,1.4,78.7,70.1,8,Medium,9.3
567,19,Male,7.3,8.3,3.1,84.0,57.0,3,Low,57.8
568,25,Female,7.5,6.2,1.9,67.0,66.7,1,Low,53.0
569,24,Male,8.5,8.6,0.9,68.1,62.1,5,Medium,50.4
570,24,Male,9.8,7.0,2.7,65.7,84.1,3,Low,61.3
571,23,Female,9.8,7.2,5.2,85.6,76.2,5,Medium,61.3
572,20,Female,1.6,8.2,3.4,58.1,79.2,9,Medium,1.2
573,18,Female,8.4,5.5,5.3,50.7,52.6,1,Low,49.3
574,19,Male,6.8,5.8,1.2,79.8,59.5,1,Low,50.4
575,24,Female,6.8,8.5,1.0,97.1,41.3,9,Medium,47.4
576,23,Female,2.2,8.5,3.5,80.5,46.5,3,Low,31.1
577,22,Male,6.9,8.9,2.8,89.1,55.9,10,Medium,39.9
578,23,Female,9.8,8.5,4.0,83.6,43.9,5,Medium,63.0
579,19,Female,9.2,4.6,4.8,74.9,76.2,9,High,56.3
580,19,Female,5.0,8.1,4.5,85.9,99.9,5,Medium,43.3
581,23,Female,1.4,6.0,5.7,91.2,46.0,3,Low,36.2
582,18,Male,4.3,9.0,2.4,61.2,89.3,9,Medium,19.0
583,21,Female,8.4,6.4,1.2,66.8,47.1,7,Medium,42.2
584,19,Female,7.3,6.8,3.3,61.2,80.2,7,Medium,45.8
585,23,Male,5.1,6.6,0.7,72.6,78.6,8,Medium,31.2
586,24,Female,1.5,5.6,1.7,94.3,94.2,5,Medium,21.8
587,23,Male,4.8,4.4,1.2,67.3,46.8,2,Low,42.6
588,20,Male,5.2,8.5,2.4,68.7,58.9,9,Medium,25.1
589,21,Male,9.4,8.0,0.7,93.0,45.4,3,Low,72.3
590,22,Female,6.8,4.7,0.2,75.8,64.4,2,Low,55.2
591,18,Male,3.8,7.9,3.9,76.8,94.7,10,Medium,20.9
592,25,Male,5.7,7.1,3.7,93.0,86.9,10,Medium,28.0
593,22,Male,1.6,6.0,4.3,74.5,83.4,5,Medium,15.7
594,21,Female,9.8,5.3,4.0,84.1,72.0,8,High,65.8
595,21,Female,4.2,8.3,0.7,54.3,93.0,3,Low,40.0
596,21,Female,5.3,7.5,1.7,58.9,67.0,6,Medium,45.1
597,22,Female,4.2,6.7,0.8,70.2,49.0,9,Medium,26.1
598,24,Female,7.1,7.0,5.1,74.7,90.3,2,Low,48.5
599,21,Female,7.0,4.5,4.5,98.3,56.8,8,High,55.2
600,23,Female,7.4,6.4,1.2,98.5,43.2,10,Medium,45.2
601,22,Male,3.4,5.0,2.0,92.6,47.6,7,Medium,27.4
602,25,Male,3.8,5.0,5.8,65.8,76.5,3,Low,34.4
603,21,Male,2.1,7.3,3.6,98.2,76.4,1,Low,47.4
604,23,Male,6.9,8.6,4.8,84.5,55.6,6,Medium,47.3
605,24,Female,1.4,6.0,1.6,69.6,83.6,2,Low,24.0
606,20,Male,6.4,5.0,1.3,85.1,86.4,3,Low,43.9
607,24,Male,8.8,7.2,4.7,50.8,95.2,5,Medium,49.8
608,25,Male,9.0,8.4,4.1,57.3,75.1,8,Medium,49.5
609,21,Male,5.0,7.7,4.1,91.5,86.8,2,Low,48.0
610,25,Female,5.1,8.3,3.3,82.3,85.2,6,Medium,38.1
611,22,Female,1.7,6.7,3.4,68.2,55.5,1,Low,28.1
612,19,Female,7.0,7.8,4.4,75.0,58.6,7,Medium,38.3
613,21,Male,8.4,4.7,1.6,95.3,68.7,4,Low,51.2
614,19,Female,3.2,5.7,2.1,81.6,41.1,1,Low,38.0
615,23,Male,4.8,5.9,5.2,69.9,57.8,9,High,25.8
616,20,Female,8.5,6.6,1.9,56.0,68.4,9,Medium,44.2
617,18,Female,8.9,8.6,3.3,64.7,46.5,3,Low,69.9
618,25,Female,3.2,8.4,4.2,98.9,47.6,6,Medium,40.2
619,24,Female,6.0,4.7,6.0,71.9,67.8,7,Medium,27.3
620,20,Female,2.7,4.9,2.6,73.6,83.9,4,Low,40.2
621,21,Male,1.9,5.8,2.6,74.9,90.0,6,Medium,23.3
622,19,Female,9.2,5.5,5.1,94.2,72.8,9,High,54.9
623,24,Male,8.4,7.1,4.8,80.2,68.5,10,Medium,53.4
624,19,Male,7.8,8.5,4.4,84.7,63.1,6,Medium,39.6
625,22,Male,1.4,8.8,2.8,69.5,51.6,7,Medium,11.1
626,19,Male,8.6,7.3,1.9,51.5,48.8,6,Medium,47.4
627,22,Male,4.9,8.2,3.7,96.5,87.5,7,Medium,39.8
628,23,Female,4.1,6.6,5.3,97.5,67.9,1,Low,55.3
629,24,Female,5.9,5.0,5.3,97.5,87.4,6,Medium,52.7
630,24,Female,1.8,6.6,0.7,97.2,82.2,9,Medium,23.6
631,18,Female,7.8,6.8,2.6,90.8,51.6,3,Low,58.9
632,21,Male,6.2,7.7,2.8,84.2,70.6,6,Medium,49.1
633,22,Female,2.7,5.1,5.9,92.2,66.6,4,Low,30.2
634,18,Female,2.7,5.8,4.1,80.0,65.4,7,Medium,27.4
635,19,Male,2.7,5.8,2.4,56.7,72.6,7,Medium,12.9
636,19,Male,1.5,8.8,0.2,69.6,98.9,9,Medium,11.9
637,18,Female,6.3,6.2,3.4,98.6,88.8,4,Low,45.8
638,24,Female,8.6,7.8,0.6,67.6,94.2,8,Medium,52.5
639,19,Male,1.2,7.8,5.0,93.4,41.8,8,Medium,15.8
640,25,Female,1.4,5.3,4.5,54.7,48.4,8,High,0.6
641,23,Female,6.2,6.9,2.8,66.7,45.1,8,Medium,30.2
642,23,Female,8.4,8.5,2.6,67.5,55.8,6,Medium,48.7
643,25,Female,3.9,6.4,5.4,52.6,66.5,8,Medium,14.7
644,18,Male,4.1,8.7,1.7,56.0,78.5,6,Medium,28.9
645,25,Male,6.4,5.1,1.5,59.7,70.0,10,High,28.5
646,22,Male,3.5,4.4,5.6,91.9,94.2,2,Low,45.7
647,22,Female,1.2,8.5,4.9,53.2,96.4,3,Low,14.5
648,18,Female,7.6,8.2,4.9,64.9,49.8,6,Medium,49.1
649,25,Female,6.6,9.0,1.2,50.5,91.2,7,Medium,34.2
650,22,Female,6.2,7.4,0.9,84.8,68.9,4,Low,47.1
651,24,Female,7.7,8.7,0.2,81.0,67.2,1,Low,55.6
652,25,Male,7.1,8.1,1.4,82.2,87.1,4,Low,52.5
653,24,Female,2.9,8.2,4.6,68.7,45.6,6,Medium,26.8
654,22,Female,4.2,6.8,1.4,60.4,92.9,8,Medium,19.7
655,23,Male,2.1,5.9,4.4,86.0,80.3,4,Low,28.2
656,22,Female,2.2,8.7,1.5,90.6,92.5,10,Medium,15.4
657,24,Male,7.1,6.2,2.4,56.9,99.7,1,Low,60.3
658,20,Male,8.7,6.7,5.9,74.3,71.1,5,Medium,57.3
659,21,Male,9.7,6.2,1.5,62.4,45.6,7,Medium,53.7
660,19,Male,6.7,6.8,2.3,58.4,50.0,6,Medium,36.6
661,25,Male,2.7,6.4,1.8,86.7,59.4,3,Low,37.9
662,20,Female,2.0,4.2,0.7,76.9,46.2,7,Medium,19.1
663,22,Male,8.3,8.4,2.9,60.8,88.9,4,Low,51.4
664,23,Male,6.2,6.2,2.3,65.5,57.8,5,Medium,40.3
665,18,Female,6.6,6.9,4.2,98.3,98.6,7,Medium,43.0
666,22,Female,8.0,4.7,4.9,92.4,82.2,2,Low,71.2
667,23,Male,7.3,4.0,3.3,94.0,50.4,4,Low,61.3
668,21,Female,8.5,5.2,0.2,73.0,68.6,4,Low,56.4
669,22,Female,1.5,7.5,3.7,81.2,68.0,6,Medium,19.3
670,24,Male,7.7,4.5,0.3,68.8,69.6,7,Medium,40.7
671,18,Male,8.7,8.5,3.7,53.9,72.1,4,Low,44.3
672,23,Female,3.6,5.1,4.1,70.1,41.9,10,High,14.6
673,23,Male,6.8,5.0,1.2,79.7,81.2,1,Low,61.6
674,23,Male,3.8,4.9,4.9,64.4,69.2,1,Low,34.4
675,21,Female,9.6,4.1,5.5,92.4,87.5,5,Medium,71.1
676,22,Male,1.3,7.9,4.9,57.6,88.9,1,Low,21.6
677,21,Male,6.2,8.4,1.8,68.4,53.8,3,Low,41.2
678,25,Male,2.5,7.1,3.5,56.2,42.9,9,Medium,7.7
679,19,Male,7.4,4.9,5.5,70.2,82.2,3,Low,53.3
680,19,Male,2.6,5.4,1.9,52.0,98.7,3,Low,14.5
681,25,Female,3.1,6.4,4.9,63.6,66.8,9,Medium,12.7
682,22,Female,5.4,8.8,0.1,70.0,55.6,5,Medium,35.7
683,24,Male,9.2,5.2,0.0,73.9,49.4,8,High,56.3
684,21,Female,2.9,7.7,4.6,77.2,57.2,10,Medium,19.1
685,18,Male,2.3,6.2,4.6,63.7,59.7,9,Medium,13.5
686,23,Male,7.8,5.5,4.7,76.2,65.4,6,Medium,52.2
687,23,Male,5.5,6.3,5.6,75.5,79.3,7,Medium,41.3
688,22,Male,9.2,4.4,0.7,65.8,56.4,7,Medium,52.0
689,24,Male,2.3,8.0,1.4,91.5,43.1,7,Medium,19.8
690,19,Female,6.8,5.2,5.4,77.3,62.4,4,Low,50.1
691,19,Female,3.1,7.6,1.1,66.6,91.3,2,Low,27.3
692,23,Male,2.4,4.3,4.1,97.4,69.9,2,Low,26.9
693,22,Female,7.2,8.8,3.2,92.3,97.9,7,Medium,50.6
694,21,Male,6.3,5.0,0.5,99.1,70.2,10,High,43.8
695,19,Female,7.8,8.4,1.7,84.6,56.6,7,Medium,52.1
696,21,Male,3.8,8.0,3.1,68.9,51.6,10,Medium,22.2
697,24,Female,5.0,8.8,5.1,64.0,81.7,7,Medium,35.8
698,19,Male,4.6,6.4,4.2,83.2,72.2,8,Medium,27.1
699,19,Male,9.9,7.6,3.7,99.0,76.2,3,Low,71.3
700,20,Female,3.6,5.9,3.0,81.3,85.3,5,Medium,26.0
701,19,Female,3.7,4.9,1.8,94.1,83.6,6,Medium,37.0
702,25,Male,4.2,6.2,0.7,66.5,42.6,8,Medium,31.1
703,18,Female,6.1,4.8,2.5,70.3,88.2,8,High,32.9
704,25,Male,3.3,8.9,0.2,95.3,72.0,10,Medium,28.7
705,22,Female,9.2,4.5,1.3,87.8,63.5,3,Low,62.5
706,22,Female,3.4,6.9,2.6,99.1,72.3,4,Low,42.0
707,21,Male,9.1,7.1,2.5,88.7,76.7,6,Medium,48.9
708,25,Female,1.9,6.7,0.3,72.4,49.0,4,Low,30.8
709,25,Female,6.9,7.3,3.5,76.6,65.0,10,Medium,32.0
710,25,Male,9.2,4.6,3.3,95.0,60.1,4,Low,67.3
711,24,Female,2.5,6.8,0.5,77.6,61.0,5,Medium,32.8
712,19,Male,9.7,5.4,5.7,62.8,45.5,10,High,41.5
713,18,Male,5.1,8.7,0.6,71.8,49.6,7,Medium,41.8
714,21,Male,9.5,7.8,5.1,75.8,49.7,2,Low,76.8
715,25,Male,7.1,8.9,0.0,54.8,62.4,2,Low,51.4
716,25,Male,3.7,4.2,5.3,87.2,93.7,10,High,24.7
717,20,Female,2.7,5.4,0.1,55.5,52.4,9,High,11.2
718,21,Male,3.7,5.0,4.5,70.2,65.0,4,Low,34.4
719,25,Male,1.8,4.1,2.2,90.2,58.7,5,Medium,29.8
720,21,Female,2.3,5.2,4.4,73.4,87.2,3,Low,17.5
721,19,Female,1.9,7.4,2.4,92.1,43.0,2,Low,31.7
722,20,Female,4.8,5.2,0.4,67.1,51.8,10,High,21.2
723,21,Male,8.2,6.5,4.6,97.9,52.6,8,Medium,50.7
724,18,Male,2.3,8.4,0.4,60.5,99.6,4,Low,18.1
725,18,Male,2.2,7.5,5.5,51.9,74.2,1,Low,18.1
726,22,Female,6.8,6.0,0.3,93.6,48.3,6,Medium,57.8
727,20,Male,2.8,5.9,2.9,87.6,56.3,6,Medium,25.3
728,20,Female,1.9,6.3,4.3,61.6,50.1,2,Low,23.3
729,22,Male,2.5,4.9,2.4,99.2,47.5,2,Low,36.7
730,21,Female,9.3,7.2,1.3,75.1,87.8,8,Medium,50.3
731,20,Male,8.4,5.8,4.6,97.6,69.7,7,Medium,59.4
732,18,Male,4.2,8.3,4.7,75.3,77.9,2,Low,38.0
733,18,Male,6.9,7.8,5.5,73.6,59.9,10,Medium,39.6
734,25,Female,5.8,7.1,2.3,72.5,73.2,1,Low,56.6
735,19,Female,7.1,5.8,3.0,66.7,55.5,8,High,34.0
736,20,Male,7.1,5.0,2.2,76.7,58.5,10,High,40.1
737,21,Male,6.7,7.9,1.5,72.6,79.1,2,Low,52.7
738,22,Male,3.4,6.4,4.5,51.8,49.0,5,Medium,16.7
739,22,Female,1.4,5.1,2.0,63.0,77.0,6,Medium,17.1
740,21,Male,5.1,5.0,2.6,60.7,91.1,10,High,22.4
741,24,Male,9.0,4.8,2.4,93.4,47.2,1,Low,78.9
742,23,Male,6.1,7.9,4.3,79.9,93.8,2,Low,55.5
743,19,Male,8.5,5.1,5.5,88.2,44.8,10,High,49.0
744,22,Female,9.9,6.6,4.0,97.8,60.9,4,Low,69.8
745,20,Female,2.5,6.3,2.8,82.2,76.6,2,Low,41.8
746,19,Male,7.2,6.9,4.7,99.1,73.6,6,Medium,50.8
747,20,Male,7.1,8.4,3.8,65.6,45.8,4,Low,48.5
748,24,Female,9.8,8.3,0.4,59.3,87.9,3,Low,60.5
749,18,Female,9.9,6.3,0.6,70.2,98.4,6,Medium,64.5
750,19,Male,7.2,4.1,0.2,73.5,50.9,9,High,46.4
751,25,Female,3.2,6.1,2.7,94.8,93.7,8,Medium,31.2
752,22,Female,8.2,7.0,5.0,78.0,73.4,2,Low,57.8
753,19,Male,2.0,6.8,1.9,64.6,96.2,3,Low,22.6
754,19,Female,8.0,7.3,2.3,87.1,50.6,2,Low,56.0
755,19,Female,9.2,4.8,5.5,75.3,87.5,10,High,49.8
756,23,Male,4.4,7.2,5.0,58.1,43.6,7,Medium,21.4
757,19,Male,6.7,4.9,4.0,78.8,93.0,9,High,50.3
758,20,Female,4.9,7.8,1.6,95.6,80.4,1,Low,48.4
759,18,Male,4.9,5.7,0.7,92.1,62.2,3,Low,51.3
760,24,Female,3.8,7.5,0.1,79.3,51.4,6,Medium,38.4
761,21,Male,7.9,4.2,0.6,68.9,89.0,4,Low,56.3
762,19,Female,9.4,6.0,1.8,54.3,76.2,10,Medium,40.8
763,22,Male,9.5,7.5,3.3,73.5,61.6,10,Medium,46.7
